__v,_id,lessonId,presence,price.amount,price.sub,studentId
0,63bd4834548cdb44acd168d1,63bd1c267158f835220eede5,true,800,false,619bd6d4608beccf9c80544c
0,63c137c1338b2d7030b6320d,61a0e8b84a6fa5a2926ceef7,true,800,false,619bec0f608beccf9c805588
0,63c137c1338b2d7030b6320f,61a102444a6fa5a2926cef27,true,800,false,619beb87608beccf9c805557
0,63c137c1338b2d7030b63211,61a1085f4a6fa5a2926cef5e,true,800,false,619c9dad608beccf9c805772
0,63c137c2338b2d7030b63213,61a1085f4a6fa5a2926cef5e,true,800,false,619c9db9608beccf9c805776
0,63c137c2338b2d7030b63215,61a1143a4a6fa5a2926cefc4,true,800,false,619bf7a6608beccf9c805603
0,63c137c2338b2d7030b63217,61a114fd4a6fa5a2926cefe7,true,800,false,619bec3e608beccf9c805598
0,63c137c2338b2d7030b63219,61a115094a6fa5a2926ceff7,true,800,false,619bec66608beccf9c8055a6
0,63c137c2338b2d7030b6321b,61a1e9104a6fa5a2926cf264,true,800,false,619bf763608beccf9c8055f5
0,63c137c2338b2d7030b6321d,61a20ed44a6fa5a2926cf289,true,800,false,619c9bd8608beccf9c805732
0,63c137c2338b2d7030b6321f,61a20ed44a6fa5a2926cf289,true,800,false,619c9be1608beccf9c805736
0,63c137c2338b2d7030b63221,61a272d74a6fa5a2926cf2f7,true,800,false,619beb98608beccf9c80555e
0,63c137c2338b2d7030b63223,61a3480e4a6fa5a2926cf342,true,800,false,619c9c58608beccf9c805741
0,63c137c2338b2d7030b63225,61a3480e4a6fa5a2926cf342,true,800,false,619c9c51608beccf9c80573d
0,63c137c2338b2d7030b63227,61a351004a6fa5a2926cf35c,true,800,false,619bec66608beccf9c8055a6
0,63c137c2338b2d7030b63229,61a378894a6fa5a2926cf379,true,800,false,619bf701608beccf9c8055d9
0,63c137c3338b2d7030b6322b,61a378a84a6fa5a2926cf39b,true,800,false,619c9bd8608beccf9c805732
0,63c137c3338b2d7030b6322d,61a378a84a6fa5a2926cf39b,true,800,false,619c9be1608beccf9c805736
0,63c137c3338b2d7030b6322f,61a500b44a6fa5a2926cf54b,true,800,false,619beb98608beccf9c80555e
0,63c137c3338b2d7030b63231,61a5d3924a6fa5a2926cf739,true,800,false,619bf846608beccf9c805626
